id,date,genre,lyric
37,2017.09.05,Dance,머뭇거리지 마 Move on자 시간이 없어너의 미래는 바로 상상에 달렸어두려움 따윈 버려 우린 그래도 돼모든 열쇤 너에게 있는데잠들지 않아도 꿈꾸던 널잊지 않기를 바래 바래오늘 우리 함께신나게 한번 불태워볼까꼭 하나 된 Feeling feelingSo turn me upWe got that power power네가 나를 볼 때서로 같은 마음이 느껴질 때Power power더 강해지는 걸Turn the music up nowWe got that power power이 음악을 통해같이 한목소리로 노래할 때Power power더 강해지는 걸Turn the music up nowPower powerTurn the music up now고민은 이제 그만 Stop시간은 가 지금도 Tik TokWe take a shot떠나자 We got bang bang pow wow이어폰 타고 흘러 나오는 멜로디로시끄러운 소음 덮고볼륨은 Up HighWe got that power everytime잠들지 않아도 꿈꾸던 널잊지 않기를 바래 바래오늘 다시 함께신나게 한번 불태워볼까꼭 하나 된 Feeling feelingSo turn me upWe got that power power네가 나를 볼 때서로 같은 마음이 느껴질 때Power power더 강해지는 걸Turn the music up nowWe got that power power이 음악을 통해같이 한목소리로 노래할 때Power power더 강해지는 걸Turn the music up now지쳐버리는 그날이 오면 기억해 Babe아름다웠던 우릴다시 일어날 수 있는 그 힘은네 안에 있다는 걸We got thatWe got thatWe got thatWe got thatWe got that power power이 음악을 통해같이 한목소리로 노래할 때Power power더 강해지는 걸Turn the music up nowPower powerTurn the music up nowWe got thatWe got that
38,2017.11.08,R&amp;B; / Soul,그때의 나 그때의 우리참 어리석고 어렸지그때의 우리 아무것도 아닌 일에다투던 초라할 무렵에 기억달 밝은 날에 하늘을 보면우리 상처들이 떠 있고밤 또 늦은 밤에 거릴 거닐면그때의 추억이 선명하게 따라와네가 그립거나 보고프거나그런 쉬운 감정이 아니야난 그때의 우리가 세상에우리밖에 없었던 그때가 그리울 뿐그때의 우리 소홀함과 편안함그 안에서 부서질 듯 아파했던 달 밝은 날에 하늘을 보면우리 상처들이 떠 있고밤 또 늦은 밤에 거릴 거닐면그때의 추억이 선명하게 따라와네가 그립거나 보고프거나그런 쉬운 감정이 아니야난 그때의 우리가 세상에우리밖에 없었던 그때가 그리워다시 그 시간으로 돌아가고픈가벼운 순간의 감정이 아냐난 그때의 우리가 너와 내가이 세상 전부였던 그때가 그리울 뿐그때의 나 그때의 우리
39,2017.03.24,Ballad,이 밤 그날의 반딧불을당신의 창 가까이 보낼게요음 사랑한다는 말이에요나 우리의 첫 입맞춤을 떠올려그럼 언제든 눈을 감고음 가장 먼 곳으로 가요난 파도가 머물던모래 위에 적힌 글씨처럼그대가 멀리 사라져 버릴 것 같아늘 그리워 그리워여기 내 마음속에모든 말을 다 꺼내어 줄 순 없지만사랑한다는 말이에요어떻게 나에게그대란 행운이 온 걸까지금 우리 함께 있다면 아얼마나 좋을까요난 파도가 머물던모래 위에 적힌 글씨처럼그대가 멀리 사라져 버릴 것 같아또 그리워 더 그리워나의 일기장 안에모든 말을 다 꺼내어 줄 순 없지만사랑한다는 말이 밤 그날의 반딧불을 당신의창 가까이 띄울게요음 좋은 꿈 이길 바라요
40,2017.11.27,Ballad,기억 속에 또 조용히 찾아와너무 사랑한 기억 아련히 떠올라서가까이 조금만 한걸음 조금만 다가가니까그 자리에 내가 갈 때까지만딴 데 눈 돌리지 마 아픈 그대나는 바보야 이런 너를 떠나보내놓고나는 바보야 후회하는 거밖에 몰라서정말 너무 아프다 가슴 치면서 울고 있잖아이젠 내게 와줘 바보야맘에 없는 말인 줄 알면서 너도 바보야내 맘 알잖아 이젠 내게 와줘 바보야내겐 너뿐이야잊고 살 수가 없는 그대라서가슴속에 묻은 채 여전히 떠올라서혼자 살아갈 수도 없게 아직 날 괴롭히네나는 바보야 이런 너를 떠나보내놓고나는 바보야 후회하는 거밖에 몰라서정말 너무 아프다 가슴 치면서 울고 있잖아이젠 내게 와줘 바보야맘에 없는 말인 줄 알면서 너도 바보야내 맘 알잖아 이젠 내게 와줘 바보야내겐 너뿐이야천천히 조금만 한 걸음씩 조금만내 가슴은 널 향하고 있잖아너도 바보야 이런 나를 떠나보내놓고너도 바보야 후회하는 거밖에 몰라서정말 너무 아프다 가슴 치면서 울고 있잖아제발 돌아와 줘 바보야아직 사랑하는 걸 알면서 나도 바보야내 맘 알잖아 이젠 내게 와줘 바보야내겐 너뿐이야
41,2016.11.17,Ballad,널 만날 수 있는 날 친굴 만났고끊이지 않던 대화가 이젠 끊기고널 바라보다가 다른 사람을 겹쳐봤어누군가 내 안에 들어온 것도 아닌데사랑한단 말은 점점 미안하고억지로 한 것뿐인데 넌 좋아하고너에게만 나는 아주 바쁜 사람내 연락을 기다리다가 또 잠들겠지나도 노력해봤어 우리의 이 사랑을안되는 꿈을 붙잡고 애쓰는 사람처럼사랑을 노력한다는 게 말이 되니서로가 다른 건 특별하다고같은 건 운명이라 했던 것들이 지겨워져넌 오늘보다 내일 날 더 사랑한대난 내일보다 오늘 더 사랑할 텐데나도 노력해봤어 우리의 이 사랑을아픈 몸을 이끌고 할 일을 끝낼 그때처럼사랑을 노력한다는 게 말이 되니말이 되니사랑을 노력한다는 게 노력으로 안되는 게 있다는 게사랑을 노력한다는 게 말이 되니 너는 아직 아무것도 모르고만 있는데어떻게 말해야 할지 나도 모르겠어그렇게 널 만나러 가
42,2017.08.22,Dance,너의 싸늘해진 그 눈빛이나를 죽이는 거야 커지던 니 맘의 불씨재만 남은 거야 왜시간이 약인가 봐 어째 갈수록 나 약하잖아슬픈 아픔도 함께 무뎌지는 거야좋아 이젠 너를 잊을 수 있게 꽃같이 살래 나답게Can't nobody stop me now no try me 나의 향길 원해 모두가 바보처럼 왜 너만 몰라정말 미친 거 아냐 넌왜 예쁜 날 두고 가시나날 두고 가시나왜 예쁜 날 두고 가시나날 두고 떠나가시나그리 쉽게 떠나가시나같이 가자고 약속해놓고 가시나 가시나 날카로운 날 보고 넌고개 숙일 거야 가시 난 내 모습이더 깊숙이 파고들 거야 eh이미 꺾은 거잖아 굳이 미안해하지 마정말 꺾인 건 지금 내가아냐 바로 너야좋아 이젠 너를 잊을 수 있게꽃같이 살래 나답게Can't nobody stop me now no try me 나의 향길 원해 모두가 바보처럼 왜 너만 몰라정말 미친 거 아냐 넌왜 예쁜 날 두고 가시나날 두고 가시나왜 예쁜 날 두고 가시나날 두고 떠나가시나그리 쉽게 떠나가시나같이 가자고약속 해놓고가시나 가시나 너는 졌고 나는 폈어And it's over 다시 돌아온다 해도 지금 당장은 나 없이 매일 잘 살 수 있을 것 같지암만 생각해봐도 미친 거 아냐 넌왜 예쁜 날 두고 가시나날 두고 가시나왜 예쁜 날 두고 가시나날 두고 떠나가시나그리 쉽게 떠나가시나같이 가자고 약속해놓고 가시나 가시나
43,2017.03.03,Pop,The club isn’t the best place to find a lover So the bar is where I go Me and my friends at the table doing shots drinking fast and then we talk slow you come over and start up a conversation with just me and trust me I’ll give it a chance now Take my hand stop put van the man on the jukebox and then we start to dance And now I’m singing like Girl you know I want your love Your love was handmade for somebody like me Come on now follow my lead I may be crazy don’t mind me Say boy let’s not talk too much Grab on my waist and put that body on me Come on now follow my lead Come come on now follow my lead I’m in love with the shape of you We push and pull like a magnet do Although my heart is falling too I’m in love with your body Last night you were in my room And now my bed sheets smell like you Every day discovering something brand new I’m in love with your body Oh I Oh I Oh I Oh I I’m in love with your body Oh I Oh I Oh I Oh I I’m in love with your body Oh I Oh I Oh I Oh I I’m in love with your body Every day discovering something brand new I’m in love with the shape of you One week in we let the story begin We’re going out on our first date You and me are thrifty So go all you can eat Fill up your bag and I fill up a plate We talk for hours and hours about the sweet and the sour And how your family’s doing ok leave and get in a taxi then kiss in the backseat Tell the driver make the radio play and I'm singing like Girl you know I want your love Your love was handmade for somebody like me Come on now follow my lead I may be crazy don’t mind me Say boy let’s not talk too much Grab on my waist and put that body on me Come on now follow my lead Come come on now follow my lead I’m in love with the shape of you We push and pull like a magnet do Although my heart is falling too I’m in love with your body Last night you were in my room And now my bed sheets smell like you Every day discovering something brand new Well I’m in love with your body Oh I Oh I Oh I Oh I I’m in love with your body Oh I Oh I Oh I Oh I I’m in love with your body Oh I Oh I Oh I Oh I I’m in love with your body Every day discovering something brand new I’m in love with the shape of you Come on be my baby come onCome on be my baby come onCome on be my baby come onCome on be my baby come onCome on be my baby come onCome on be my baby come onCome on be my baby come onCome on be my baby come onI’m in love with the shape of youWe push and pull like a magnet doAlthough my heart is falling tooI’m in love with your bodyLast night you were in my roomAnd now my bed sheetssmell like youEvery day discoveringsomething brand newWell I’m in love with your bodyCome on be my baby come onCome on be my baby come onCome on be my baby come onCome on be my baby come onCome on be my baby come onCome on be my baby come onEvery day discoveringsomething brand newI’m in love with the shape of you
44,2016.07.28,Pop,Turn it upSomebody save your soulcause you've been sinning in this city I knowToo many troubles allthese lovers got you losing controlYou're like a drug to mea luxury my sugar and goldI want the good lifeEvery good night you're a hard one to holdCause you don't even knowI can make your hands clapSaid I can make your hands clapSomebody save your soulcause you've been sinning in this city I knowToo many troubles allthese lovers got you losing controlYou're like a drug to mea luxury my sugar and goldI want your sex and your affectionwhen they're holdin' you closeCause you don't even knowI can make your hands clapSaid I can make your hands clapEvery night when the stars come outAm I the only living soul aroundNeed to believe you could hold me downCause I'm in need of somethin' good right nowWe could be screamin' till the sun comes outAnd when we wake we'd be the only soundI get on my knees and say a prayerThat I can make your hands clapThat I can make your hands clapTurn it upThat I can make your hands clapMy flesh is searchin' foryour worst and best don't ever denyI'm like a stranger gimme me dangerAll your wrongs and your rightsSecrets on Broadway to the freewayyou're a keeper of crimesFear no conviction grapes of wrathcan only sweeten your wineBut you don't even knowI can make your hands clapSaid I can make your hands clapEvery night when the stars come outAm I the only living soul aroundNeed to believe you could hold me downCause I'm in need of somethin' good right nowWe could be screamin' till the sun comes outAnd when we wake we'd be the only soundI get on my knees and say a prayerThat I can make your hands clapThat I can make your hands clapThat I can make your hands clapThat I can make your hands clapSo can I get a hand clap
45,2017.08.07,Dance,너와 나의 입술이 점점 느껴지는 이 순간 속에 뜨거운 공기 온몸에 전율이 와 이제 너와 내가 써 내릴 Story I don't know why 나도 모르게 더 빠져들어가 숨 막히게 Baby I don't know why 지금 이 순간 멈출 수 없는 기분 No No No No Make me feel so high 미치겠어 날 멈출 순 없어 You make me feel so high I'm so crazy 너가 나를 본 순간 막 끌려 더 날 당겨줘 Baby I'm feelin’ so energetic 오늘 밤 둘이 Out of control Yeah I'm feelin’ so energetic 내 심장이 멈추는 그 순간까지 너를 지켜줄게 사라지지 않게 한 순간의 작은 약속들은 아냐 이젠 말해 내게 Baby You tell me how to feel Uh 1 2 3 & 4 니 옆의 딴 놈들이 거슬려 좀 Who am I 오직 너만을 지키는 킬러 말 그대로 난 좀 죽여줘 Yeah Uh 너를 품에 안고 비상해 걱정은 버려 지하에 뭐를 하든 간에 하나라는 수식어가 맴돌 거야 너와 나의 귓가에 Make me feel so high 미치겠어 날 멈출 순 없어 You make me feel so high I'm so crazy 너가 나를 본 순간 막 끌려 더 날 당겨줘 Baby I'm feelin’ so energetic 오늘 밤 둘이 Out of control Yeah I'm feelin’ so energetic I'm feelin’ good I wanna touch 멈출 수 없는 이 기분은 마치 Freedom I'm feelin’ good I wanna touch baby 어서 내게 와줘 Tonight Yeah Alright Oh Oh Work your body 다가와서 즐길 시간이 Let’s dance 아껴둔 너의 신발이 더러워지더라도 움직여 빨리 Hurry up 질문은 나중에 해딴 남자들은 넘보지 말게누가 봐도 So 쿨하게이제 시작해 You know I mean막 끌려 더 날 당겨줘 BabyI'm feelin’ so energetic너와 단둘이 Out of control YeahI'm feelin’ so energetic
46,2017.12.26,Ballad,익숙하겠지 또다시감기처럼 툭 걸린밀려드는 잿빛에수없이 지나쳐도 여전히참아내야 해지나갈 테니 지나갈 테니잠깐이면 돼지나갈 테니 지나갈 테니지나갈 테니 이미회색 빛 하늘 위엔분명히 더 밝은 빛이먹구름 걷힌 뒤엔눈부시게 빛날 테니You shine like the starsYou light up my heart오늘의 시련 끝엔찬란하게 나를 비춰Dadada Dadada DumDadada Dadada Dum정신 차리고다시 일어나 툴툴 털고더 이상 나에겐 고통은스쳐가는 소나기모두 참아내야 해지나갈 테니 지나갈 테니잠깐이면 돼지나갈 테니 지나갈 테니지나갈 테니 이미회색 빛 하늘 위엔분명히 더 밝은 빛이먹구름 걷힌 뒤엔눈부시게 빛날 테니You shine like the starsYou light up my heart오늘의 시련 끝엔찬란하게 나를 비춰이게 끝은 아니겠지더 짙은 날도 있겠지그날의 끝에도 너는이렇게 비춰주겠지눈부신 빛을 가린 먹구름 뒤 해변함없이 넌 나를 비추네 영원해고요한 공기 따뜻한 바람도 함께거기 그대로 있어 항상 같은 자리에Yeah회색 빛 하늘 위엔분명히 더 밝은 빛이먹구름 걷힌 뒤엔눈부시게 빛날 테니You shine like the starsYou light up my heart오늘의 시련 끝엔찬란하게 나를 비춰찬란하게 나를 비춰
47,2017.09.18,Rap / Hip-hop,DOLLAR DOLLAR하루아침에 전부 탕진달려 달려 내가 벌어 내가 사치달려 달려 달려 달려달려 달려난 원해 cruisin' on the bay원해 cruisin' like NEMO돈은 없지만 떠나고 싶어 멀리로난 돈은 없지만 서도풀고 싶어 피로돈 없지만 먹고 싶어 오노 지로열일 해서 번 나의 pay전부 다 내 배에티끌 모아 티끌 탕진잼 다 지불해내버려둬 과소비 해버려도내일 아침 내가 미친놈처럼내 적금을 깨버려도WOO 내일은 없어내 미랜 벌써 저당 잡혔어WOO 내 돈을 더 써친구들 wussupDo you want someDOLLAR DOLLAR하루아침에 전부 탕진달려 달려man i spend it like some partyDOLLAR DOLLAR쥐구멍 볕들 때까지해가 뜰 때까지YOLO YOLO YOLO YOYOLO YOLO YO탕진잼 탕진잼 탕진잼YOLO YOLO YOLO YOWhere my money yah탕진잼 탕진잼 탕진잼YOLO YOLO YOLO YOYOLO YOLO YO탕진잼 탕진잼 탕진잼YOLO YOLO YOLO YOWhere the party yah탕진잼 탕진잼 탕진잼Where my money yahWhere the party yah내 일주일 월화수목 금금금금내 통장은 yah밑 빠진 독이야난 매일같이 물 붓는 중차라리 걍 깨버려걱정만 하기엔 우린 꽤 젊어오늘만은 고민보단 Go해버려쫄면서 아끼다간 똥이 돼버려문대버려DOLLAR DOLLAR하루아침에 전부 탕진달려 달려man i spend it like some partyDOLLAR DOLLAR쥐구멍 볕들 때까지해가 뜰 때까지YOLO YOLO YOLO YOYOLO YOLO YO탕진잼 탕진잼 탕진잼YOLO YOLO YOLO YOWhere my money yah탕진잼 탕진잼 탕진잼YOLO YOLO YOLO YOYOLO YOLO YO탕진잼 탕진잼 탕진잼YOLO YOLO YOLO YOWhere the party yah탕진잼 탕진잼 탕진잼고민보다 Go고민보다 Go고민보다 Go GoEverybody고민보다 Go고민보다 Go고민보다 Go GoEverybody고민보다 Go고민보다 Go고민보다 Go GoEverybody고민보다 Go고민보다 Go고민보다 Go GoEverybody고민보다 Go고민보다 Go고민보다 Go GoEverybody고민보다 Go고민보다 Go고민보다 Go GoEverybody
48,2018.01.25,Rap / Hip-hop,많이 어렸어 지금도 어리지만그땐 많이 어렸어 넌 마음이 여렸어철없었던 내가 너란예쁜 꽃을 꺾었어욕심이 많았거든결국엔 시들어 버렸어넌 기다리고 기다렸지 나의 진심을진심을 준다고 줬지만진심이 뭔지를 모르던 그때가후회가 되지만 이거 하나 말할게그마저 사랑이었음을눈물이 흘러 니 아픔을 이해할 때면니 이름 불러 세상 속에 작아질 때면말없이 곁에 함께해 준 시간들이제 와서야 가슴 한 켠에 사무쳐내가 나쁜 놈 할게넌 좋은 여자니까 ye ye내가 나쁜 놈 할게넌 착한 여자니까쓰레기 같은 성격도보잘것없는 모습도 니가다 받아줬으니까 ye ye내가 할 말이 없네내가 없어야 니가 정신을 차리지정신 차리고 보니 내 옆엔 넌 없었어니 입버릇에 콧방귀 뀌며널 당연히 여겨처음부터 우린 나 하나밖엔 몰라서설렘이 익숙해질 때사랑을 정으로 알고정보단 우정이 내게는 중요할 때쯤헤어지기를 원했던 내가이 노래 조차에서도너에 관한 얘길 해니가 듣길 바랄 뿐눈물이 흘러 니 아픔을 이해할 때면니 이름 불러 세상 속에 작아질 때면말없이 곁에 함께 준 시간들이제 와서야 가슴 한 켠에 사무쳐내가 나쁜 놈 할게넌 좋은 여자니까 ye ye내가 나쁜 놈 할게넌 착한 여자니까쓰레기 같은 성격도보잘것없는 모습도 니가다 받아 줬으니까 ye ye내가 할 말이 없네사랑에 서툴렀던 사람들 say ya이별에 어려웠던 사람들 say ya사랑에 서툴렀던 사람들 say ya이별에 어려웠던 사람들 say ya내가 나쁜 놈 할게넌 좋은 여자니까 ye ye내가 나쁜 놈 할게넌 착한 여자니까쓰레기 같은 성격도보잘 것 없는 모습도 니가다 받아줬으니까 ye ye내가 할 말이 없네
49,2018.01.25,Rap / Hip-hop,Uh Baby yo so beautiful uh 느낌적인 느낌 있어 uh Give me your girl Give me your love Baby yo so beautiful oh Baby yo so wonderful uh 아름다운 저 하늘 위로 오늘 밤 데려가 줄게 uh Baby yo so wonderful oh Baby yo so beautiful i love it 로맨틱한 느낌에 낭만적인 이 분위기에 취한 너와 나 함께 걸을 때면 레드카펫이 돼 버리는 거리 Wow 꿈처럼 황홀한 밤 살아있음을 느껴 Don't kill my vibe 세상 모든 별을 너의 눈에 담은 듯해 사랑하는 그대여 take my hand 넌 천사야 어서 날개를 펴 난 두 눈이 멀어 모든 게 내겐 순수한 첫 경험 모든 게 너무 완벽해 보면 볼수록 감격해 까만 눈동자 속에 빠지고 싶어 그대여 넌 내 오감을 자극해 공기 마저도 야릇해 사람이 아닌 듯해 오 나의 아프로디테여 I’m feeling so good 너무 아름다운 너의 두 눈을 바라볼 때면 세상을 가진 기분 Dancing under the moon Oh 나 꿈을 꾸는 듯해 Let me tell you something 넌 나의 오감을 지배해 Baby 난 너의 노예 네 모습은 마릴린 너의 목소린 여름의 노래 너는 향수 같아 red wine 입술 마시다가 취해 죽게 Come surf me baby 밤바람 같은 숨결 느껴 널 흔들어 oh girl 터져대는 감성 부 부 불꽃놀이 같아 춤을 추는 네 뒤태 난 빠져가고 좀 더 깊게 잠수하게 해줘 모든 게 너무 완벽해 보면 볼수록 감격해 까만 눈동자 속에 빠지고 싶어 그대여 넌 내 오감을 자극해 공기 마저도 야릇해 사람이 아닌 듯해 오 나의 아프로디테여 I’m feeling so good 너무 아름다운 너의 두 눈을 바라볼 때면 세상을 가진 기분 Dancing under the moon Oh 나 꿈을 꾸는 듯해 그대 물처럼 내게 밀려와요 나 잠겨 죽어도 좋으니 이 순간이 꿈처럼 잠시뿐이라도지금의 나를 잊지 말아요I’m feeling so good너무 아름다운 너의두 눈을 바라볼 때면세상을 가진 기분Dancing under the moonOh 나 꿈을 꾸는 듯해Baby yo so beautiful uh느낌적인 느낌 있어 uhGive me your girlGive me your love바라볼 때면Baby yo so wonderful uh아름다운 저 하늘 위로오늘 밤 데려가 줄게나 꿈을 꾸는 듯해
