id,date,genre,lyric
21,2017.11.17,Dance,Uhm yeah yah Oh gosh 난리야 Oh gosh 맞아 난 좀 기분파 헤 금방 또 사랑에 빠져 Yeah yeah yeah yeah 새것만 좋아해요 반짝거리죠 다들 그렇잖아요 맞죠 Peek A Boo 설렐 때만 사랑이니까 La la la la la 내 친구 모두 소리쳐 넌 정말 문제야 I’m fine fine fine fine fine fine Peek Peek A Peek A Boo Peek Peek A Peek A Boo 흥이 난 여우 그런 나라구 Peek Peek A Peek A Boo I said 1 2 3 Play the game again 버튼을 눌러보자 쿵푸만큼 빨리 중간에 내 맘 변해도 놀라지 말기 혹시 끌리지 않니 그럼 Excuse me 자 전화해요 밤새 또 놀러 가요 함께 Restart a game 돌진해 롤링해 블랑카 오늘 저녁도 Let’s go 놀이터는 붐비고 지루해질 틈조차 없죠 Yeah yeah yeah 빙글빙글 돌아요 다들 똑같죠 오 마침내 마주친 눈빛 Peek A Boo 새로워요 사랑인가요 La la la la la 내 친구 모두 소리쳐 넌 정말 문제야 I’m fine fine fine fine fine fine Ma Boo Boo Boo Peek A Boo Boo Boo BooPeek Peek A Peek A BooPeek Peek A Peek A BooPeek Peek A Peek A Boo술래는 너로 정해졌어재밌을 거야 끼워 줄게Peek Peek A Peek A Boo저 달이 정글짐에 걸릴시간까지 노는 거야Peek Peek A Peek A BooPeek A Boo 이상해 어라 넌 좀 달라이런 게임 멈추고 너를 다시 보게 돼무섭지 않아 난 새로운 얘기가펼쳐질 거라는 걸 방금 느꼈으니까Peek Peek A Peek A BooPeek Peek A Peek A Boo흥이 난 여우 그런 나라구Peek Peek A Peek A Boo술래는 너로 정해졌어재밌을 거야 끼워 줄게Peek Peek A Peek A Boo저 달이 정글짐에 걸릴시간까지 노는 거야Peek Peek A Peek A Boo술래는 너로 정해졌어재밌을 거야 네가 좋아Peek Peek A Peek A Boo저 달이 정글짐에걸릴 시간이지만 더 놀자Peek Peek A Peek A BooPeek A BooPeek A BooPeek A Boo
22,2017.09.18,Ballad,함께였었던 너 지금 어느 별에 있니난 아직도 이별에 있어흩어져가는 하늘에 나를 태워 보면볼 수 있을까 너 있는 곳에혹시 너도 나를 찾고서 있는지마치 시간이 멈춘 듯이너를 기다리고만 있어oh you’re my staroh you’re my star in the sky너의 밤하늘 속에 내가 있다면그 수 많은 별들 중에한 점이라도 채워지면그걸로 좋아 이별이 된대도함께였었던 너 지금 어느 별에 있니난 아직도 이별에 있어환하게 웃어주던니 마지막 모습이 그리워꿈에서 라도 만날까너를 품에 안고 잠들어oh you’re my staroh you’re my star in the sky너의 밤하늘 속에 내가 있다면그 수 많은 별들 중에한 점이라도 채워지면그걸로 좋아 이별이 된대도너를 잊지 않을게oh you’re my staroh you’re my star in the sky너의 밤하늘에도 내가 있다면그 수 많은 별들 중에한 점이라도 채워지면그걸로 좋아 이별이 된대도
23,2017.11.15,Ballad,이제 괜찮니 너무 힘들었다며 너의 그 마무리가고작 이별뿐일 거라 우린 괜찮다면서잘 지낸다고 전해 들었지? 내겐 정말 참 좋은 사람 만나 잘 지내고 있어 마냥 자상한 사람잘 됐어 우린 힘들었잖아서로 다름을 견뎌 내기엔좋아 사랑해서 사랑을 시작해서 다신 눈물 흘리지 않을 거야 그 기억은 아직도 힘들어 헤어 나오지 못해 니 소식 들린 날은 더좋아 참 그 사람 한없이 날 이해해줘넌 날 몰라도 정말 몰라줬어내 아픔의 단 십 분의 일만이라도 아프다 날 잊어줘억울한가 봐 너만 힘든 것 같니어쩜 넌 그대로니몰래 흘린 눈물 아니 제발 유난 좀 떨지 마간단해 나는 행복 바랬어 그게 언제든 넌 알 바 아닌 걸좋아 사랑해서 사랑을 시작할 때 내가 그렇게 예쁘다면서그 모습을 그가 참 좋아해 너무 날 사랑해줘 아팠던 날 알면서도좋아 참 그 사람 솔직히 너무나 고마워 너도 빨리 행복하면 좋겠어 다음 사람 내 열 배만큼 사랑해줘 다시는 그러지 마혹시 잠시라도 내가 떠오르면 걘 잘 지내 물어봐 줘 잘 지내라고 답할 걸 모두 다  정말 난 정말 잘 살 거니까그 흘렸던 내 눈물 때문에 나를 아낄 거야 후회는 없을 거야좋아 정말 좋아 딱 잊기 좋은 추억 정도야난 딱 알맞게 너를 사랑했어뒤끝 없는 너의 예전 여자 친구일 뿐 길었던 결국 안 될 사랑
24,2017.10.30,Dance,설렌다 Me Likey Me Likey LikeyLikey Me Likey Likey Likey두근두근두근 Heart HeartMe Likey Me Likey Likey LikeyMe Likey Likey Likey두근두근두근자꾸 드러내고 싶지자꾸만 사소한 것 하나까지 전부다작은 화면 속에 내가제일 예뻐 보이고파아직은 감춰 이런 내 마음 꾹꾹멋 부린다는 건 정말 귀찮은 거그렇다고 절대 대충할 수가 없는걸매일 가슴 뛰게 해이건 네가 몰라야만 돼그러면서 뻔뻔하게BB크림 파파파 립스틱을 맘맘마카메라에 담아볼까 예쁘게이거 보면 웃어줘 그리고 꼭 눌러줘저 밑에 앙증맞고새빨간 Heart Heart근데 좋아요란 말은 뻔해내 맘 표현하기엔 부족한데근데 좋아요 잠도 못 자도지각하게 돼도 좋은걸설렌다 Me Likey Me Likey LikeyLikey Me Likey Likey Likey두근두근두근 Heart HeartMe Likey Me Likey Likey LikeyMe Likey Likey Likey두근두근두근 Heart Heart숨을 훕 참아 지퍼를 올리게다시 한번 허리를 훕으라차차차 다 입었다 Baby세상엔 예쁜 옷이너무나도 많고 많아BB크림 파파파 립스틱을 맘맘마카메라에 담아볼까 예쁘게이거 보면 웃어줘 그리고 꼭 눌러줘저 밑에 앙증맞고새빨간 Heart Heart근데 좋아요란 말은 뻔해내 맘 표현하기엔 부족한데근데 좋아요 잠도 못 자도지각하게 돼도 좋은걸그저 바라보고 있지아무 말도 할 수 없지조금만 더 다가와요 내 맘 알아줘요더 이상 감추고만 싶지 않아오늘따라 기분이 꿀꿀해안 그런척해 봐도 슬프네 아무 반응 없는 너 땜에 삐졌는데눈치 없이 친구들이나오라고 부르네Oh 잠깐만 잠깐만연락이 이제야 오는걸 Woo하루종일 기분이 왔다 갔다울다가도 다시 신나서 춤추네설렌다 Me Likey Me Likey LikeyLikey Me Likey Likey Likey두근두근두근 Heart HeartMe Likey Me Likey Likey LikeyMe Likey Likey Likey두근두근두근 Heart Heart
25,2017.11.13,Ballad,바보같이 아쉬움 많은 노래가 하늘에 닿기를눈물 속에 밤새운 내 기도가 마음에 닿기를어렸어 내가 이럴 줄은 몰랐어당연한 거라 그땐 생각했었어내게 남겨준 미소가 아직도 이 가슴속에 남아있어솔직히 나 아직은 받는 사랑이 필요한 가봐홀로 남은 시간이 길어질수록 두렵고 그래그때가 그립고 너무 보고 싶고 그래 YeahI miss you so much 이제서야 느껴 우리 공간I miss you so much이렇게 눈물이 나는데 왜 난 몰랐을까So Beautiful Beautiful그 누구 보다 아름다울 너니까아프지 마 울지 마 널 향한 노래가들린다면 다시 돌아와Oh 그리워 그리워거울 속에 혼자 서있는 모습이낯설어 두려워 네가 필요해이제야 느끼는 내가 너무 싫어다시 돌아와기억은 바다처럼 넓은 창고라고그 안에서 하루 종일 헤매도혼자 느끼는 이 외로움마저유일한 너의 흔적이라고억지로 눈 감은 채 견디고 있어 오늘도I miss you so much이제서야 느껴 우리 공간I miss you so much이렇게 눈물이 나는데 왜 난몰랐을까So Beautiful Beautiful그 누구 보다 아름다울 너니까아프지 마 울지 마 널 향한 노래가들린다면 다시 돌아와Oh 그리워 그리워 거울 속에 혼자 서있는 모습이낯설어 두려워 네가 필요해이제야 느끼는 내가 너무 싫어Yeah 이렇게 너처럼 예쁜 꽃을 안고 네 앞에 다시 서고 싶어Yeah 그 시절보다 더 멋진 모습을 하고 네 앞에 나타나고 싶어 Yeah익숙했던 시간들을 손끝으로 그려돌지 않는 시계처럼 제자리서 울어반짝이던 널 천사 같은 널아름다운 널 맘껏 안아보고 싶어꼭 다시 보고 싶어So Beautiful Beautiful어디선가 울고 있진 않을까떠나지마 가지마 사랑한단 거짓말어떤 말이든 좋으니까Oh 그리워 그리워 그리워멀어지던 너의 마지막 그 말 그리워낯설어 두려워 네가 필요해이제야 느끼는 내가 너무 싫어바보같이 아쉬움 많은 노래가 하늘에 닿기를당신 향해 밤새운 내 기도가 마음에 닿기를
26,2018.01.23,Dance,빛이 빛이 나 너의 눈엔 빛이 빛이 나아주 아주 꽤 아주 아주 아주꽤 아주 꽤아무리 봐도 손발이 말을 안 들어그래 눈도 멀어 가나 봐Oh girl DownOh Come inCome in 해들어와 줘 내 Around에눈 마주친 순간 내 몸이 팔이 다리Body 멈췄어 GirlI’m into you girlNobody nobody더 아늑하게 자릴 만들어 놔Baby 그게 네 위치Oh somebody call me해도 나갈 생각 없어 나의 위치난 네 옆에 붙박이야우린 마치 쌍둥이자리야Oh girl감출 수 없는 걸Baby come inAlways be with youyou you you you youBaby come inAlways be with youyou you you you youBaby come inbe with youyou you you you youBaby come inAlways be with youYeah yeah날 더 꽉 안아줘Yeah yeahWoo woo woo아주 아주 꽤 아주 아주 아주꽤 아주 꽤후광이 비친 새하얀 살결에눈이 멀어 도가까이 갈래 나 몰라 꼭 너밖에 없는 것 같아 지구 위에거닐고 있는 건 오직 너Only you You youOh 날 천천히 더 알아가 줘Oh 널 조금씩 더 내게 보여줘내게 보여줘 Oh baby더 아늑하게 자릴 만들어 놔Baby 그게 네 위치Oh somebody call me해도 나갈 생각 없어 나의 위치난 네 옆에 붙박이야우린 마치 쌍둥이자리야Oh girl감출 수 없는 걸Baby come inAlways be with youyou you you you youBaby come inAlways be with youyou you you you youBaby come inbe with youyou you you you youBaby come inAlways be with youYeah yeah날 더 꽉 안아줘Yeah yeah눈부셔 너의 모든 게네 손에 닿는 모든 게또 하얗게 빛나고 있어 YeahDon’t be shy신기해 널 알아가는 게거침없이 날 더 비춰주고 있어너의 눈이 날 바라볼 때 더 빛이 나아주 아주 꽤 아주 아주 아주꽤 아주 꽤Baby come inAlways be with youyou you you you youBaby come inAlways be with youyou you you you youBaby come inbe with youyou you you you youBaby come inAlways be with youYeah yeah날 더 꽉 안아줘Yeah yeah
27,2017.10.16,Ballad,My life is incompleteIt’s Missing you오늘도 하루를 보내 다를 게 없이하나도 안 어색해 혼자 있는 게너 없인 안될 것 같던 내가 이렇게 살아근데 좀 허전해 난 여전히 거기 있나 봐후련하게 다 털어내 다 다지난 일에 마음 쓰는 게 It’s alright답이 잘 보이는가 싶다가도어느새 날 가두는 감옥이 돼시간은 앞으로만 가는 걸 어째그 동안 난 아무것도 이룬 것이 없네아직도 내 마음속엔 너 Oh oh너를 그리워하다 하루가 다 지났어너를 그리워하다 일 년이 가버렸어난 그냥 그렇게 살아너를 그리워하다 그리워하다다 괜찮을 거라 되뇌어 봐도내 하루에 끝엔 또 너로 남아너 없인 안될 것 같던 내가 이렇게 살아사실 좀 허전해 넌 여전히 여기 있나 봐내 마음은 여전해 아직 너를 원해몇 년이 지나도 난 아직 널 그리워해난 아직 기억해 우리 처음 봤을 때네 옷차림과 머리 스타일도 다 정확하게I pray for you every night and dayI hope that someday soon I can see you once again아직도 내 마음속엔 너 Oh oh너를 그리워하다 하루가 다 지났어너를 그리워하다 일 년이 가버렸어난 그냥 그렇게 살아너를 그리워하다 그리워하다잠에서 깨어 헝클어진 머리처럼 내 일상도꽤나 엉망이 돼버렸어 책임져아무렇지 않은 척 드리워진 표정도 내 모든 곳에스며든 네 흔적도 다 책임져 아직도 난잊을 수 없나 봐 다시 돌아와 줘또다시 같은 엔딩이라 해도 너너를 그리워하다 하루가 다 지났어너를 그리워하다 일 년이 가버렸어너를 잊으려 하다 하루가 지나가도너를 지우려 하다 일 년이 가버려도난 그냥 그렇게 살아너를 그리워하다 그리워하다그리워하다 그리워하다
28,2018.01.25,Rap / Hip-hop,너 같은 사람은 너 하나밖에 없더라가진 게 없어도 더할 게 하나 없더라내 세상을 자꾸 멈춰 나 네가 없을 땐 내 주위에 꽃이 하나 없더라Long time no see 나를 향한 손짓바라보는 눈빛 없는 나는 뭔지중심에 있던 네가 추억에 잠겨버린 후다시 네 앞에 서기까지 또 노력했어 늘다시 본다는 사실에 내 맘은 자꾸만 설레네 이름이 입에 뱄어 온종일 네 얘길 꺼내I don't want nobody else시간을 달려왔어 baby 좀만 기다려기억 저편에서 날 기다리던너의 앞에 서 있어 ooh yeahLong time no see그동안 어떻게 지냈니너무 오랫동안 기다렸지이제 어디 안 가 Baby don't worryLong time no see많이 그리웠어 나 역시네게 가는 길을 헤매었지이제 어디 안 가 Baby don't worryAhah 정말 오랜만이야Ahah 정말 오랜만이야널 기다리게 했지 결국부러질 듯 가녀린 새끼손가락 걸고약속했지만 지켜주지 못해 미안해왜 이리 늦었는지 설명해줄게 전부 listen신이 주신 아픔을 이겨내느라피와 살을 나눈 형제들을 지켜내느라공허함만이 남은 속을 비워내면서도커져만 가는 꿈을 계속 이뤄내느라 많이 늦었어무너진 꿈을 다시 일으키기까지가 힘들었어끝내 지금의 내가 됐고 넌 여전히 아름답네오랜만이야 많이 그리웠어기억 저편에서 날 기다리던너의 앞에 서 있어 ooh yeahLong time no see그동안 어떻게 지냈니너무 오랫동안 기다렸지이제 어디 안 가 Baby don't worryLong time no see많이 그리웠어 나 역시네게 가는 길을 헤매었지이제 어디 안 가 Baby don't worryOh baby don't worry함께해 영원히 네 곁을 지켜주겠다고 약속해Oh baby don't worry함께 해 영원히 영원히네가 있는 그곳에 내가 있을게 Don't worryLong time no see그동안 어떻게 지냈니너무 오랫동안 기다렸지이제 어디 안 가 Baby don't worryLong time no see많이 그리웠어 나 역시네게 가는 길을 헤매었지이제 어디 안 가 Baby don't worryAhah 정말 오랜만이야Ahah 정말 오랜만이야
29,2017.07.18,Dance,Shimmie shimmie Ko Ko BopI think I like it긴장은 down down부끄러 말고 어지러운 마음속에 내가 들어가익숙한 듯 부드럽게 네게 번져가Ah woo 고요한 밤이야 Ah woo 널 위한 밤이야참을 수가 없어 빠져가 Yeah yeah 너의 몸짓에 난 취해가 Yeah yeah네가 알던 뻔한 모습의 나를 잊어 오늘숨겨둔 본능이 Shimmie upIt goes down down baby 리듬에 온몸을It goes down down baby 맡기고 소리쳐 Oh 우린 OhWe going Ko Ko BopHeyShimmie shimmie Ko Ko BopI think I like it조금씩 down down수줍어 말고누가 뭐래도 넌 신경 쓰지 말어 지금 이대로아름답기만 해 멈춰버렸음 해 Baby are you downAh woo 마지막 밤이야Ah woo 둘만의 밤이야긴장하지 말고 다가와 Yeah yeah네 모든 걸 내게 맡겨봐 Yeah yeah점점 풀려 가는 고삐 더 내려놔 오늘눈치 보지 말고 Shakin' up It goes down down baby 리듬에 온몸을It goes down down baby 맡기고 소리쳐 Oh 우린 OhBreak it down nowHeyWe go down now Listen밤은 깊어도 더 빛나는 너너의 그 눈빛이 다 내게 말해기분 좋은 밤 넌 원하고 있어알아 It's ok 이제 시작해Let's goIt's about to go goDown down baby 리듬에 온몸을It goes down down baby 맡기고 소리쳐 Oh 우린 OhGoing Ko Ko BopDown down baby 귓가에 속삭여It goes down down baby 내 맘을 불태워 Oh 미쳐 OhGoing Ko Ko Bop
30,2018.01.01,Ballad,별이 떨어지는 작은 창밖을 보다 잠들지 못한 밤 나를 달래보다 길었던 가을의 내겐 첫눈 같은 밤 뒤늦은 나만의 겨울이 온 거야 얼룩 하나 남지 않는 별이 가득히 내린 길을 나 혼자 이렇게 걷고 있어 다시 태어난 겨울소리 따라 부르는 깊은 밤 나의 노래가 어디선가 잠든 너를 안아주길 sleep in white 주인도 없는 이 하얀 그림 위에다 그려보고 싶은 너의 이름 하나 아무 말도 없이 하얀 숨 뱉어보다 어느새 멈춘 두 발을 떼어본다 얼룩 하나 남지 않는 별이 가득히 내린 길을 나 혼자 이렇게 걷고 싶어 다시 태어난 겨울소리 따라 부르는 깊은 밤 나의 노래가 어디선가 잠든 너를 안아주기를 sleep in white 온 세상 하얗던 그날의 우리 둘 끝없는 이야기 잠들지 못했던 그날 다시 태어난 겨울소리 따라 부르는 깊은 밤 나의 노래가 어디선가 잠든 너를 안아주길 눈 감으면 나의 품에 네가 있어 sleep in white Ejjel dal lalalszunk(오늘 밤 이 노래와 함께 잠이 들어)edesalmunkhofeher(달콤한 우리의 꿈은 눈처럼 하얗다)Ejjel dal lalalszunk(오늘 밤 이 노래와 함께 잠이 들어)edesalmunkhofeher(달콤한 우리의 꿈은 눈처럼 하얗다)
31,2017.02.13,Rap / Hip-hop,보고 싶다이렇게 말하니까 더 보고 싶다너희 사진을 보고 있어도보고 싶다너무 야속한 시간나는 우리가 밉다이젠 얼굴 한번 보는 것 조차힘들어진 우리가여긴 온통 겨울 뿐이야8월에도 겨울이 와마음은 시간을 달려가네홀로 남은 설국열차니 손 잡고 지구 반대편까지 가겨울을 끝내고파그리움들이 얼마나눈처럼 내려야 그 봄날이 올까Friend허공을 떠도는작은 먼지처럼 작은 먼지처럼날리는 눈이 나라면조금 더 빨리네게 닿을 수 있을 텐데눈꽃이 떨어져요또 조금씩 멀어져요보고 싶다 보고 싶다보고 싶다 보고 싶다얼마나 기다려야또 몇 밤을 더 새워야널 보게 될까 널 보게 될까만나게 될까 만나게 될까추운 겨울 끝을 지나다시 봄날이 올 때까지꽃 피울 때까지그곳에 좀 더 머물러줘 머물러줘니가 변한 건지니가 변한 건지아니면 내가 변한 건지내가 변한 건지이 순간 흐르는 시간조차 미워우리가 변한 거지 뭐모두가 그런 거지 뭐그래 밉다 니가 넌 떠났지만단 하루도 너를잊은 적이 없었지 난솔직히 보고 싶은데이만 너를 지울게그게 널 원망하기보단덜 아프니까시린 널 불어내 본다연기처럼 하얀 연기처럼말로는 지운다 해도사실 난 아직 널 보내지 못하는데눈꽃이 떨어져요또 조금씩 멀어져요보고 싶다 보고 싶다보고 싶다 보고 싶다얼마나 기다려야또 몇 밤을 더 새워야널 보게 될까 널 보게 될까만나게 될까 만나게 될까You know it allYou're my best friend아침은 다시 올 거야어떤 어둠도 어떤 계절도영원할 순 없으니까벚꽃이 피나봐요이 겨울도 끝이 나요보고 싶다 보고 싶다 보고 싶다 보고 싶다조금만 기다리면며칠 밤만 더 새우면만나러 갈게 만나러 갈게데리러 갈게 데리러 갈게추운 겨울 끝을 지나다시 봄날이 올 때까지꽃 피울 때까지그곳에 좀 더 머물러줘 머물러줘
32,2017.09.04,Rap / Hip-hop,밤새 모니터에 튀긴 침이마르기도 전에 강의실로아 참 교수님이 문신 땜에 긴 팔 입고 오래난 시작도 전에 눈을 감았지날 한심하게 볼 게 뻔하니 이게 더 편해내 새벽은 원래 일몰이 지나고하늘이 까매진 후에야 해가 뜨네내가 처량하다고 다 그래야 야 난 쟤들이 돈 주고 가는파리의 시간을 사는 중 이라 전해난 이게 궁금해시계는 둥근데 날카로운 초침이 내 시간들을 아프게모두가 바쁘게뭐를 하든 경쟁하라 배웠으니우린 우리의 시차로 도망칠 수밖에이미 저 문밖엔 모두 그래야 일찍 일어나야 성공해 안 그래맞는 말이지 다근데 니들이 꿈을 꾸던 그 시간에나도 꿈을 꿨지두 눈 똑바로 뜬 채로We're livin' in a different time zone바뀌어버린 낮과 밤이야 yeahHave a good night 먼저 자아직 난 일하는 중이야We are who we areWe a-a-are who we a-a-are ohahhDon't you know who we are4호선 문이 열릴 때취해 있는 사람들과 날 똑같이 보지마그들이 휘청거릴 때마다풍기는 술 냄새마저 부러웠지만난 적응해야 했거든 이 시차꿈을 꾸게 해 준 침댄 이 기차먼지 쌓일 틈이 없던 키보드 위그리고 2009년부터 지금까지 계속GRAY on the beat ya아침은 까맣고 우리의 밤은 하얘난 계속 칠하고 있고 똑같은 기찰 타네걱정한 적 없어 막차 시간은 한 번도얇았던 커튼이 햇빛을 완벽히 못 가려도난 지금 눈을 감아야 해내일의 나는 달라져야 해우린 아무것도 없이 여길 올라왔고넌 이 밤을 꼭 기억해야 돼We're livin' in a different time zone바뀌어버린 낮과 밤이야 yeahHave a good night 먼저 자아직 난 일하는 중이야We are who we areWe a-a-are who we a-a-are ohahhDon't you know who we are밤새 모니터에 튀긴 침이마르기도 전에 대기실로아 참 문신 땜에 긴 팔 입고 오래녹화 전에 눈을 감고 생각하지똑같은 행동 다른 느낌시차 부적응에 해당돼지금 내 옆엔 Loco 그리고 GRAY모두 비웃었던 동방의 소음이 어느새전국을 울려대야 이게 우리 시차의 결과고우린 아직 여기 산다 전해We're livin' in a different time zone바뀌어버린 낮과 밤이야 yeahHave a good night 먼저 자아직 난 일하는 중이야We are who we areWe a-a-are who we a-a-are ohahhDon't you know who we are모두 위험하다는 시간이 우린 되려 편해Don't you know who we are밝아진 창문 밖을 봐야지 비로소 맘이 편해Don't you know who we are모두가 다 피하는 반 지하가 우린 편해Don't you know who we areWe are We are We areDon't you know who we are
33,2017.10.14,Ballad,어떠니 잘 지냈니 지난 여름유난히도 힘에 겹더라 올핸새벽녘엔 제법 쌀쌀한 바람이 어느덧니가 좋아하던 그 가을이 와사랑도 그러게 별수없나 봐언제 그랬냐는 듯 계절처럼 변해가그리워져 미치도록 사랑한 그날들이내 잃어버린 날들이참 많이 웃고 울었던 그때그 시절의 우리니가 떠올라 밤새참 아프다 니가 너무 아프다너를 닮은 이 시린 가을이 오면보고 싶어서 너를 안고 싶어서가슴이 너를 앓는다어떠니 넌 괜찮니 지금쯤은나를 잊고 편안해졌니 이젠우습지 잘살길 바라면서도막상 날 잊었을 널 떠올리면 서글퍼그리워져 미치도록 사랑한 그날들이내 잃어버린 날들이참 많이 웃고 울었던 그때그 시절의 우리니가 떠올라 밤새참 아프다 니가 너무 아프다너를 닮은 이 시린 가을이 오면보고 싶어서 너를 안고 싶어서가슴이 너를 앓는다너라는 계절 안에 살아여전히 너를 꿈꾸며고마워져 그 날들이내 지나버린 날들이추억은 짐이 아니라살게 하는 힘이란 걸가르쳐준 너니까또 설렌다 아프도록 설렌다너를 닮은 눈부신 가을이 오면니가 떠올라 그리움이 차올라눈물로 너를 앓는다밤새 또 너를 앓는다
34,2018.01.08,Dance,Anywhere Anytime어딜 가든 어디 있든네가 그리워 못 참겠어제발 다시 내게 내게 돌아와 줘제발 다시 내게 내게 돌아와 줘어딜 가든 어디 있든네가 그리워 못 참겠어제발 다시 내게 내게 돌아와 줘제발 다시 내게 내게 돌아와 줘도망쳐버렸어 익숙해져 점점착각처럼 끝이 온 줄 알았어다 망쳐버렸어 Eh또 난 뻔한 드라마 속 Eh서 있는 거 같아 텅 비어 허전해그저 후회뿐I luv you in my mind달콤한 너의 말 그때처럼 너에게듣고 싶어 OhI know you in my heart날 위로했던 말돌려볼게 안아볼게다시 뜨거웠던 때로어딜 가든 어디 있든네가 그리워 못 참겠어제발 다시 내게 내게 돌아와 줘제발 다시 내게 내게 돌아와 줘어딜 가든 어디 있든네가 그리워 못 참겠어제발 다시 내게 내게 돌아와 줘제발 다시 내게 내게 돌아와 줘Tell Me LuvLuv luv lu lu lu luLuv luv lu lu lu luLuv luv lu lu lu luTell me Tell meTell me Tell meLuv luv lu lu lu luLuv luv lu lu lu luLuv luv lu lu lu lu내게 내게 돌아와 줘 BabeLet’s go I miss you all day너를 그려 매일 마치 화가이 밤이 닳고 닳아꿈속에서도 네가 들려기억을 ReplayDon’t pass me by널 내 품에 줘 Uh널 찾아 헤매 Go walk walk hardI luv you in my mind달콤한 너의 말 그때처럼 너에게듣고 싶어 가고 싶어 지금 네 옆에I know you in my heart날 위로했던 말돌려볼게 안아볼게다시 뜨거웠던 때로어딜 가든 어디 있든네가 그리워 못 참겠어제발 다시 내게 내게 돌아와 줘제발 다시 내게 내게 돌아와 줘어딜 가든 어디 있든네가 그리워 못 참겠어제발 다시 내게 내게 돌아와 줘제발 다시 내게 내게 돌아와 줘Tell Me LuvLuv luv lu lu lu luLuv luv lu lu lu luLuv luv lu lu lu luTell me Tell meTell me Tell meLuv luv lu lu lu luLuv luv lu lu lu luLuv luv lu lu lu lu내게 내게 돌아와 줘 Babe듣고 싶어 네 목소리내 귓가를 가득 울린 Melody속삭여줘 다시 한번이렇게나 이기적인 내가널 안아볼게어딜 가든 어디 있든네가 그리워 못 참겠어제발 다시 내게 내게 돌아와 줘제발 다시 내게 내게 돌아와 줘어딜 가든 어디 있든네가 그리워 못 참겠어제발 다시 내게 내게 돌아와 줘제발 다시 내게 내게 돌아와 줘Tell MeLuv luv lu lu lu luLuv luv lu lu lu luLuv luv lu lu lu luTell me Tell meTell me Tell meLuv luv lu lu lu luLuv luv lu lu lu luLuv luv lu lu lu lu내게 내게 돌아와 줘 Babe
35,2017.09.28,Folk,표현이 서툰 것도 잘못인가요 나 차가운 도시에 따뜻한 여잔데그냥 좋아한단 말도 안 되는가요 솔직하게 난 말하고 싶어요사라져 아니 사라지지 마 네 맘을 보여줘 아니 보여주지 마하루 종일 머릿속에 네 미소만 우리 그냥 한번 만나볼래요나 오늘부터 너랑 썸을 한번 타볼 거야 나 매일매일 네게 전화도 할 거야밀가루 못 먹는 나를 달래서라도 너랑 맛있는 걸 먹으러 다닐 거야넘넘 스윗한 넌 정말 달콤한 걸넘넘 스윗한 넌그냥 좋아한단 말도 안 되는가요 솔직하게 난 말하고 싶어요사라져 아니 사라지지 마 네 맘을 보여줘 아니 보여주지 마하루 종일 머릿속에 네 미소만 우리 그냥 한번 만나볼래요나 오늘부터 너랑 썸을 한번 타볼 거야 나 매일매일 네게 전화도 할 거야밀가루 못 먹는 나를 달래서라도 너랑 맛있는 걸 먹으러 다닐 거야사랑은 이렇게 생기는 게 아니겠어 어쩌면 내 맘의 반쪽을 네게 걸어보는 건데나는 오늘도 네게 차일 것만 같아도 난 한번 더 너에게 다시 달려가 볼 거야나 오늘부터 너랑 썸을 한번 타볼 거야 나 매일매일 네게 전화도 할 거야매운 거 못 먹는 나를 달래서라도 너랑 맛있는 걸 먹으러 다닐 거야나도 그 애처럼 좋아요 좀 눌러줘 나도 너랑 말 좀 할 수 있게 해줘나는 풀이 죽어서 오늘도 포기하고 뒤를 돌아볼 때쯤 나를 붙잡는 넌넘넘 스윗한 넌 정말 달콤한 걸넘넘 스윗한 넌
36,2018.01.09,Dance,나의 비밀정원난 아직도 긴 꿈을 꾸고 있어 그 어떤 이에게도 말하지 못했던 아침 햇살이 날 두드리며 hello 매일 머물렀다 가는데 모르지 처음으로 너에게만 보여줄게 나를 따라 come with me bae 손을 잡아 you and me 내 안에 소중한 혼자만의 장소가 있어 아직은 별거 아닌 풍경이지만 조금만 기다리면 곧 만나게 될 걸 이 안에 멋지고 놀라운 걸 심어뒀는데 아직은 아무것도 안 보이지만 조금만 기다리면 알게 될 거야 나의 비밀정원 너무 단순해 그 사람들은 말야 눈으로 보는 것만 믿으려 하는 걸 빗방울은 날 다독이며 잠시 내게 또 힘을 주곤 해 다정히 오늘 하루 한 사람만 초대할게 나를 따라 come with me bae 상상해봐 you and me 내 안에 소중한 혼자만의 장소가 있어 아직은 별거 아닌 풍경이지만 조금만 기다리면 곧 만나게 될 걸 이 안에 멋지고 놀라운 걸 심어뒀는데 아직은 아무것도 안 보이지만 조금만 기다리면 알게 될 거야 나의 비밀정원 아마 언젠가 말야 이 꿈들이 현실이 되면 함께 나눈 순간들을 이 가능성들을 꼭 다시 기억해줘 네 안에 열렸던 문틈으로 본 적이 있어 아직은 별거 아닌 풍경이지만 조금만 기다리면 곧 만나게 될 걸 그 안에 멋지고 놀라운 걸 심어뒀는데 아직은 아무것도 안 보이지만 조금만 기다리면 알게 될 거야 너의 비밀정원 무럭무럭 어서어서 자라나 줘 beautiful
